filename,Propose EDA,Clarity Score,Analyze EDA Reason,Propose EDA Reason,Clarity Score reason,Targets,Analyze EDA,Design Targeted EDA,EDA,Include EDA,Design Targeted EDA Reason
IPSJ-EC2024020.txt,False,1,利用時にどのような感情反応が喚起されるかについての言及や分析がない。,ゲーム接続の目的は目標意識と身体動作の共有によるコミュニケーション促進であり，ユーザの感情状態を意図的に操作する設計ではない。,感情誘発のメカニズムや狙いが論じられておらず，EDAの要素が全く見られない。,,False,False,,False,この論文ではデザイン要件として特定の感情反応（例：興奮や一体感など）を明示的に定義していない。
IPSJ-EC2024026.txt,False,1,評価検証や成果の記述において、利用時に引き起こす感情的反応についての言及が一切ないため。,提案内容は彩色工程の効率化と時間短縮を狙った技術的アプローチであり、ユーザーの感情状態への影響を意図していないため。,感情誘発やユーザーの感じ方に関する記述はまったくなく、EDAの要素が存在しない。,,False,False,,False,この論文は自動彩色手法による労力削減を目的としており、ユーザーの感情体験を設計要件として明確に定義していないため。
IPSJ-EC2024018.txt,False,1,論文中に意図的に喚起すべき感情を議論する箇所はなく、ユーザーの感想として「楽しい」「気持ちが良い」とのテストプレイ時コメントがあるものの、期待される感情応答について体系的に論じられていないため。,提案システムの目的は視覚機能と打撃能力のトレーニングであり、ユーザーの感情状態を意図的に操作・誘発することを狙ったものではないため。,EDA（感情誘発機構）は研究の主題ではなく、設計要件にも議論にも含まれていない。,,False,False,,False,本研究は野球の打撃能力やスポーツビジョン向上を目的としており、ユーザーの感情体験（楽しさや達成感など）を設計要件として明示していないため。
IPSJ-EC2024004.txt,True,3,展示評価において，子供を中心に「止めずに回し続ける」「悔しがって再挑戦する」などの行動や，モチベーション向上・楽しさの定性的評価を報告している．,本デバイス＋ゲームによってユーザの運動モチベーションを喚起し，継続的に楽しませることを意図している．,ユーザモチベーションや楽しさを誘発することは論文全体の主題ではあるが，ターゲットとなる具体的感情があいまいであるため，EDAは主題であるものの不明瞭と言える．,content user,True,False,運動を継続的に行う，また正しく効果的に行うには，モチベーションの喚起や，目標の設定，動きの観察と修正を行うことが望ましい．;より多くの人々に新しい体験や，個々の事情にそった体験を提供でき，また運動のモチベーションとなりうる形態について考えた．,False,本稿では「モチベーションの喚起」や「新しい体験の提供」を掲げているが，その感情体験（楽しさや達成感など）が開発要件として具体的かつ明確に定義されてはいない．
IPSJ-EC2024020.txt,False,1,"There is no mention of expected user emotional reactions (such as joy or immersion), and the effectiveness of the game is discussed only in terms of communication facilitation.","It is not aimed at directly manipulating or changing users' emotional states, but rather at enhancing the quality of experience through shared goal awareness and physical movements across different games.","There is no discussion of emotion induction or feeling design/analysis, and no elements of EDA are recognized.",,False,False,,False,"In this paper, emotional and affective responses are not explicitly specified as design requirements, focusing instead on mechanics of game experience such as shared experiences and communication promotion."
IPSJ-EC2024026.txt,False,1,評価と検証の段階では、感情反応やユーザー体験の感覚について言及がなく、期待される感情効果の記述もないため。,提案された手法は作業時間の短縮や精度の向上を目指しており、ユーザーの感情状態を意図的に操作しようとするものではないため。,感情誘発や心理的効果に関する記述が一切なく、純粋に技術的なアルゴリズムの提案と評価に終始しているため。,,False,False,,False,この論文は色彩工程の自動化や労力削減などの技術的目的に特化しており、ユーザーの感情反応を設計要件として明示していないため。
IPSJ-EC2024018.txt,False,1,論文中で使用時にユーザーがどのような感情反応を抱くことを期待しているかについての言及がないため。,提案の目的は主にKVA動体視力や眼と手の協応動作など視覚機能のトレーニングであり、ユーザーの感情状態を意図的に操作・誘発することを狙っていないため。,EDA（感情誘発）は本研究の主題ではなく、一切扱われていないため。,,False,False,,False,本論文では訓練システムの設計要件としてユーザーの感情反応（例：楽しさ、達成感、没入感など）を明示的に定義していないため。
IPSJ-EC2024004.txt,True,2,展示評価では、論文はユーザーの反応や関与度、ゲーム設計がどのように動機付けを喚起し、プレイへのハードルを下げたかについて議論しており、参加者が経験した感情の分析を示している。,著者は、フープとデジタルゲームを組み合わせることが、運動の動機付けや魅力的な経験を提供する手段となり得ると明確に述べており、ユーザーの動機付けの状態に影響を与える意図を示している。,動機付けや関与については議論されているが、主な焦点はハードウェア、センシング、技術的評価にあり、感情反応の設計や分析を主要なテーマとしていない。,ゲームプレイヤー;ユーザー,True,False,運動のモチベーションを喚起しうる形態;運動継続のモチベーション;モチベーションの喚起;ゲームにより運動などのモチベーションを喚起するゲーミフィケーションの好例,False,この論文ではデバイスの特徴と応用について述べているが、具体的な感情反応（例：喜び、達成感）を具体的な設計要件として明示していない。一般的な目標である「新しい体験」や「動機付け」について言及しているだけであり、明確な定義はない。
IPSJ-EC2024020.txt,False,1,論文内において、使用時にどのような感情反応を引き出すことが期待されるかについての議論や記述が見られない。,提案手法は異なるゲーム間で共通のタスクと身体動作を保持して対戦体験を生むことを目的としており、ユーザーの感情状態を意図的に操作・誘発することを目指していない。,感情誘発メカニズム（EDA）についての言及や論点が一切なく、考察の対象にもなっていない。,,False,False,,False,本論文ではゲームの目標意識や身体動作の共有によるコミュニケーション機会の増大を謳っているが、ユーザーにどのような感情を抱かせるかをデザイン要件として具体的・明確に定義していない。
IPSJ-EC2024026.txt,False,1,論文には、システムがユーザーにどのような感情や感覚的反応を引き起こすことを期待しているかについての記述がありません。,提案されたコンテンツ（自動色付けシステム）は、アニメーターの労力と時間を削減することに焦点を当てており、ユーザーの感情状態に影響を与える意図はありません。,この論文には、感情や感覚的反応についての議論がなく、EDAに関する記述も一切ありません。,,False,False,,False,この論文は、技術的および性能の目標（精度、処理時間、手動作業の削減）を定義していますが、設計要件においてターゲットとした感覚的反応や感情状態を具体的に示していません。
IPSJ-EC2024018.txt,False,1,試合中のユーザーフィードバックでは、「打球感が良くて楽しい」と述べられているものの、論文では感情的な反応を議論したり、期待される感情反応を設定したりしていません。,システムは主にスポーツビジョンとバッティング能力の向上を目的としており、意図的にユーザーの感情状態に影響を与えたり形成したりするものではありません。,エンターテインメントデザイン資産やターゲットとする感情反応には触れられておらず、EDAはこの論文の議題ではありません。,,False,False,,False,この論文は、KVAの動的視力と眼-手の協調性を向上させることを訓練目標として明示しており、感情や感覚反応を設計要件の一部として明確に定義していません。
IPSJ-EC2024004.txt,True,2,この論文では、動機付けの向上、使いやすさ、すべての年齢層での楽しさといったユーザー体験が期待されることについて議論し、展示プレイ中のユーザーの感情や行動の反応を観察しています。,著者は、身体的な慣れ親しんだ運動（フラフープ）とゲームメカニクスを組み合わせることで、ユーザーの運動意欲に影響を与え、新しい楽しいゲーム体験を提供することを明確に目指しています。,論文は、動機付け、楽しさ、新しい体験について言及していますが、これらは研究の主要なテーマというよりは文脈的な利点として扱われています。,content user,True,False,運動を継続的に行う，また正しく効果的に行うには，モチベーションの喚起や，目標の設定，動きの観察と修正を行うことが望ましい．;一方で，これらの付加機能が万人に対して効果的なモチベーションとなるかは疑問がある．;より多くの人々に新しい体験や，個々の事情にそった体験を提供でき，また運動のモチベーションとなりうる形態について考えた．;ゲームにより運動などのモチベーションを喚起するゲーミフィケーションの好例であると考える．;提案デバイスを活用したゲームが提供しうる体験について報告する．;「フラフープを回す」以外の状態をもゲームに利用できることで，未就学児をふくむ多様な人々に体験をもたらしうることが確認できた．,False,この論文は、デバイスの設計要件の一部として明示的に触れられる感情反応（例：喜び、興奮、達成感）を特定していません；技術的な実装と機能的特徴に焦点を当てています。
IPSJ-EC2024020.txt,False,1,There is no discussion or description of which emotions are to be evoked or the expected emotional effects in the paper.,"The proposed system aims to connect common tasks and physical movements across different games, and does not explicitly intend to manipulate or guide the user's emotional state.","Emotional experiences or elicitation are not the subject, and EDA is not addressed.",,False,False,,False,"In this paper, specific design requirements for intentionally evoking emotions or experiences in users are not defined, and the main goal is to promote communication through shared intentionality and bodily movements."
IPSJ-EC2024026.txt,False,1,この論文では、システム使用時にユーザーがどのような感情や反応を期待されているかについての議論はない。,コンテンツの目的はアニメのラインアートのカラー化を自動化し、手動作業を削減することであり、ユーザーの感情状態に影響を与える意図は述べられていない。,エンターテインメントデザイン資産やユーザーフィーリングの目標は言及されておらず、純粋に技術的な方法論と評価に焦点を当てている。,,False,False,,False,この論文は技術的な目標（カラー化の精度、処理速度、労力削減）を定義しているが、設計要件の中でターゲットとする感情的な反応については明確にしていない。
IPSJ-EC2024018.txt,False,1,論文は期待される感情や感覚反応を目的の一部として議論していません。ユーザーの「楽しさ」に関するコメントは付随的なフィードバックであり、設計意図ではありません。,システムはスポーツビジョンとバッティング技術の向上を目的として設計されており、ユーザーの感情状態に意図的に影響を与えるものではありません。,感情反応はトピックとして扱われていません。焦点は純粋に技術的な訓練方法とその結果にあります。,,False,False,,False,感情反応は設計要件の一部として定義されていません。この論文はバッティング能力のためのビジュアルトレーニングにのみ焦点を当てています。
IPSJ-EC2024004.txt,True,2,"Because it discusses emotional effects such as ""motivation being evoked"" and ""voluntarily continuing to play"" as responses to exhibition evaluation and test play reactions.","Because it aims to influence users' emotional states (motivation, enjoyment) through motivation reinforcement for continued exercise and gamification.","Although emotional responses (motivation stimulation) are discussed, the main focus of this paper is device design and implementation, and EDA is treated as a secondary topic.",content user,True,False,運動を継続的に行う，また正しく効果的に行うには，モチベーションの喚起や，目標の設定，動きの観察と修正を行うことが望ましい．;ゲームにより運動などのモチベーションを喚起するゲーミフィケーションの好例であると考える．,False,"This paper explicitly defines emotional experiences such as ""fun"" and ""sense of achievement"" as design requirements, but emotional responses are not specifically and uniquely set by the developer."
IPSJ-EC2024020.txt,False,1,論文は、システムを使用する際に予想される感情や感情反応の種類について分析や議論を行っていない。,コンテンツの目的は、動作の共通性を維持し、コミュニケーションの機会を増やすことであり、ユーザーに特定の感情状態を意図的に影響または喚起することではない。,意図的にユーザーの感情をターゲットにしたり測定したりすることには言及しておらず、EDAについても全く触れていない。,,False,False,,False,論文の設計要件は、プレイヤー間の目標意識と身体動作の共有に焦点を当てているが、引き起こすべき特定の感情反応については明示されていない。
IPSJ-EC2024026.txt,False,1,"It does not discuss or evaluate what kind of emotional responses might be obtained during use, and there is no discussion of emotional effects.","The proposed method aims to reduce workload and improve efficiency in coloring tasks, but does not intend to intentionally change the user's emotional state.","Emotional design is not addressed at all, and it does not meet the requirements of EDA in any way.",,False,False,,False,"This paper focuses on the technical method of automatic line drawing coloring and does not explicitly specify emotional responses (such as sense of achievement, enjoyment, liberation) that should be elicited in users as design requirements."
IPSJ-EC2024018.txt,False,2,ユーザーテストの結果として、「疲れる」「気持ちが良く，楽しい」といった感情的なフィードバックが報告されており、使用時に生じる感情応答について論じられているため。,提案手法はスポーツビジョン（KVA動体視力や眼と手の協応動作）の強化を狙いとしており、ユーザーの感情への意図的な働きかけを目的としていないため。,EDAは主題ではなく、ユーザーテスト中の副次的な感想としてのみ登場しているため「主題ではあるが不明瞭」ではなく、むしろ「主題ではない」と判断。,コンテンツユーザー,True,False,20球ミートするためにバットを振り続けることは疲れる;ボールをミートした場合にホームランのように飛んでいくため気持ちが良く，楽しい,False,本論文では打撃能力向上や視覚機能強化を目的とし、ユーザーの感情状態（楽しさや達成感など）を設計要件として明示していないため。
IPSJ-EC2024004.txt,True,2,この論文はユーザーの行動やコメント（例：受容性、使いやすさ、関与）の報告を行っているが、どの特定の感情（例：楽しさ、達成感）が予測されているか、または測定されているかについて明示的に分析または議論していない。,著者たちは、装置と関連するゲームを使用して、ユーザーの運動への動機付けを高め、楽しいゲーミフィケーションされた体験を提供することを明示的に目指している。,感情や動機付けの効果について言及されているが、それらは主要な、明確に定義されたトピックとして扱われているわけではなく、主にデバイス設計、センシング性能、使いやすさの評価に焦点が当てられている。,,False,False,,False,この論文は、Connected Hoopの技術的設計と機能に焦点を当てており、一般的な経験（例：新しいゲーム体験、動機付け）について述べているが、感情応答を明確かつ一義的に内容設計の要件として定義しているわけではない。
IPSJ-EC2024037.txt,True,4,論文中で「視聴者全員が『私たち』として達成感や配信者とのつながりを得る」「達成感の共有」「一対多のつながり」「一体感」といった期待される感情反応を繰り返し論じ，実験結果から共同主体性（We‑mode）の生起による感情誘発を評価しているため。,ゲームメカニクス（ステージ回転，隕石ギミックなど）をWe‑modeの生起条件に基づいて設計し，観客の感情状態（共同主体性，達成感，共有感，一体感）を意図的に変化させることを目的としているため。,感情誘発（We‑modeによる達成感・つながり・一体感の創出）が研究の主題・設計指針・評価指標として一貫して扱われており，EDA（感情変化誘発）が明確なメイントピックとなっているため。,視聴者,True,True,視聴者全員が「私たち」として達成感や配信者とのつながりを得ることができるゲームの実現を目指す;この試みは，エンターテイメントにおいて重要な要素である「達成感の共有」や「一対多のつながり」，「一体感」を向上させることにつながると考えられる,True,本論文では「視聴者全員が『私たち』として達成感や配信者とのつながりを得ることができるゲームの実現を目指す」と明示し，We‑modeを生起させることで観客の感情（達成感，つながり，一体感）を誘発することを設計要件として具体的に定義しているため。
IPSJ-EC2024024.txt,True,4,"論文中で「緊張や羞恥が軽減されるのではないかという仮説」を立て，アンケート項目（Q4, Q5）やスコア比較によってその感情変化を評価すると明記しているため。",ダンスを踊る際にユーザが感じる緊張・羞恥を意図的に変化（軽減）させることを目的としているため。,緊張や羞恥の軽減が研究の主要テーマとして一貫して扱われており，EDAが明確に論じられているため。,コンテンツユーザー,True,True,本研究では，アバタの外見がユーザの行動特性に影響を与えるプロテウス効果に着目し，VR空間でアバタを着用してダンスを踊る際の緊張や羞恥の影響を検証する．;キャラクタへの変身感から緊張や羞恥が軽減されるのではないかという仮説のもと，版権キャラクタのアバタと標準的なアバタとの差を比較検討する．;Q4 ダンスを踊るとき，どの程度緊張を感じたか;Q5 ダンスを踊るとき，どの程度羞恥を感じたか,True,本研究では「緊張や羞恥」を明確にデザイン要件として定め，版権キャラクタアバタによってこれらが軽減されるかを仮説としているため。
IPSJ-EC2024056.txt,True,2,"Quantitative and qualitative discussions or evaluations regarding what emotional responses users might exhibit are not conducted in the paper, and there is no detailed discussion of the expected emotional responses.",It seeks to deliberately alter the user's experience (immersion) through interactive visual responses according to the viewer's body movements.,"While the direction of interaction aimed at emotional effects is indicated, the focus is on technical development, and emotional design is not a clear subject.",,False,False,,False,"This study states that it aims to provide a more immersive experience, but specific emotions (such as fun or surprise) are not explicitly and unequivocally defined as development requirements."
IPSJ-EC2024109.txt,True,4,この論文は、ユーザーが感じることが期待される感覚、すなわち銃の方向依存の弾かれ方と、その感覚を生み出す方法について詳しく論じています。,システムは、ユーザー自身の触覚状態に影響を与えるためにソレノイド衝撃および方向性空気ジェットを意図的に使用し、銃が弾かれている物理的な感覚を引き起こすことを目指しています。,触覚的な弾かれる感覚は論文の中心的なテーマであり、設計の動機から実装に至るまで詳しく説明されています。,content user,True,True,敵の放った銃弾が自身の銃に当たると、その角度に応じて銃型デバイスの先端で空気が噴射され，銃が弾かれる感覚を提示する．;手に持つ銃が弾かれる感覚を提示するマンガ物理学的VR体験システムの開発について報告した．,True,この論文は、システムが相手の弾によって銃が弾かれる触覚感覚を提示するように設計されていることを明示しており、その感覚応答が明確な設計要件となっていることを述べています。
IPSJ-EC2024041.txt,True,4,実験後のアンケートやインタビューで，意図した「瀕死感」がどのように感じられ，没入感や緊張感に影響を与えたかについて詳細に議論しているため。,キャラクタの残り体力に応じて操作性（移動速度低下やノイズ付与）を変化させ，プレイヤの「瀕死感」を意図的に喚起し，その影響を調査することを目的としているため。,「瀕死感」の定義とその提示手法が論文の主要テーマとして一貫して扱われ，定量・定性の両面から評価しているため，EDAが明確な主題として扱われている。,content user,True,True,本研究では，キャラクタが死に近づいていく際にプレイヤが感じる感覚を「瀕死感」と定義する．;プレイヤに対して操作キャラクタの瀕死感を提示し，瀕死感の提示が没入感に与える影響を調査する．,True,本研究では「瀕死感」を明確に定義し（“キャラクタが死に近づいていく際にプレイヤが感じる感覚を「瀕死感」と定義する”）、操作性の変化を通じてその感覚をユーザに提示することを設計要件としているため。
IPSJ-EC2024093.txt,True,4,シナリオや各インタラクションデザインの節で「参加者は自ら発言しやすくなる」「周囲の参加者も意識を向ける」といった、期待される感情反応や認知変化を具体的に議論しているため。,ロボットの近づく／離れる動作によって参加者の緊張感を和らげたり自発的な発言を喚起したりすることで、意図的にユーザの感情状態を操作しようとしているため。,感情的な反応（緊張感の軽減、自発的発言の促進）が論文の主題であり、設計からシナリオまで一貫して扱われているため。,content user,True,True,緊張感を生じさせずに自発的な発言を促す、ゆるやかなファシリテーションを目指す;ロボットがあたかも話を聞きたくて寄ってくるかのように振る舞い、自発的な発話のきっかけをつくる;参加者は「私の意見はね」と自ら発言しやすくなる,True,本研究では「緊張感を生じさせずに自発的な発言を促す、ゆるやかなファシリテーションを目指す」と明示的に設計要件として述べられているため。
IPSJ-EC2024086.txt,True,4,"In user evaluation experiments, real emotional responses such as ""encouraging messages that made users happy,"" ""encouraging messages that felt unpleasant,"" ""pressure and disgust,"" and ""the feeling of wanting to fix things and try a bit more"" have been discussed in detail.","The generation system ""Encouragement-kun"" is developed with the aim of intentionally enhancing users' emotions (motivation and persistence), targeting direct impact on emotional states.","Aiming for emotional changes such as improvement of persistence and motivation is at the core of the system, and EDA is consistently treated as a major theme of the paper.",content user,True,True,ユーザの継続意欲を高める;モチベーションを高めることを目的としている;ユーザが自分の努力が理解され，評価されていると感じた;嬉しかった激励文;不快に感じた激励文;「修正しよう！もう少しやってみよう！」という気持ちになった,True,"The design requirements are clearly stated in the paper as aiming to ""enhance user persistence"" and ""increase motivation,"" providing specific guidelines for expressions of encouragement."
IPSJ-EC2024076.txt,True,4,実験とアンケートを通じて「お金を投げている感覚」「達成感」「躊躇」「臨場感・存在感」など，どのような感情反応が生じるかを定量・定性にわたって議論しているため。,提案手法の主眼が「触覚提示によってユーザにお金を投げている感覚を生じさせる」ことであり，ユーザの感情状態（感覚・達成感・躊躇）に働きかけることを明確に意図しているため。,触覚を介した感情誘発（お金を投げる感覚・達成感・存在感の付与）が論文全体の主題となっており，非常に明確に扱われている。,コンテンツユーザー,True,True,コンテンツを阻害せず，お金を投げている感覚の提示する手法を提案する．;実験用コンテンツにより，投げ銭時の触覚によって達成感が生まれる可能性が示された．;存在感を与え，投げ銭をしている感覚を体験させる．;アンケートにて「抵抗がある時お金を投げている感覚があるか」を尋ねた．;「お金の重さを感じ投げている実感があって楽しい」;「貢いでいる感覚があって嬉しい」;「重いことで投げていいのか冷静に考えられた」，「生活費の危機感を感じた」という躊躇いが生まれた,True,本文で「コンテンツを阻害せず，お金を投げている感覚を提示する手法」を明示的にデザイン要件として示し，投げ銭時の触覚によって「達成感」「存在感」「投げている実感」を与えることを目標としているため。
IPSJ-EC2024100.txt,True,4,実験結果や考察において「没入感が高まった」「疲れる」など、使用によって引き起こされる具体的な感情反応を議論しているため。,システム提案の目的として「ワイワイと楽しむ体験」や「没入性の高い視聴体験」を意図的にユーザーに与えることを明言しているため。,没入感の向上という感情体験が論文の中心テーマとして繰り返し扱われており、EDA要素が明確に主題化されている。,視聴者,True,True,視聴者が空間への没入感を高く感じる提示方法についても模索する;ゲームの視点映像の共有環境への没入感が高まったこととして評価できる,True,本文中で「視聴者が空間への没入感を高く感じる提示方法」を明確に設計要件として掲げているため。
IPSJ-EC2024073.txt,False,1,この論文では、ミュージシャンがシステムを使用する際に期待される具体的な感情や感情反応について分析または議論されておらず、技術的なパフォーマンス評価のレベルにとどまっています。,システムはより人間的でインタラクティブなパフォーマンス体験を提供することを目的としていますが、これはユーザーの感情状態に意図的に影響を与えるという観点から枠付けされておらず、喚起されるべき感情も指定されていません。,ターゲットとされた感情または感情反応についての議論は論文に見られず、EDAは主要なトピックではありません。,,False,False,,False,この論文は特定の感情反応を明示的な設計要件として指定していません。生成品質、タイミング、統合などの技術的目標に焦点を当てており、定義された感情的目標には焦点を当てていません。
IPSJ-EC2024002.txt,True,3,実運用後のアンケートにおいて「ツアーの満足度」「訪問意欲」「楽しいと感じたこと」「面白くないと感じたこと」など，期待される感情反応を計測・言及しているため。,システムの目的が視聴者の「臨場感」「楽しさ」「満足度」を高めることにあり，ユーザーの感情状態を意図的に変化させようとしているため。,「臨場感」や「楽しさ」を設計目標として繰り返し述べ，ユーザーの感情を測定・評価しているが，EDA理論枠組みで深く議論しているわけではないため，メインテーマだがやや曖昧。,content user,True,True,視聴者に臨場感がある映像を提供できる;視聴者が楽しみながら動物観察ができるツアーを目指す,True,設計要件として「視聴者に臨場感がある映像を提供できる」「視聴者が楽しみながら動物観察ができるツアーを目指す」と明示的に定義されているため。
IPSJ-EC2024013.txt,True,2,論文内で「より深い没入感と満足感を得ることができる」「『適度な納得感』のあるマッピング」「時折発生するハルシネーションによって『意外性』を持った結果を取得する」といった表現で，どのような感情反応が期待されるかを具体的に論じているため。,プレイヤの没入感や満足感，驚きなどの感情状態を意図的に誘発することを目的に，マルチモーダルLLMを用いたマッピング手法やリアルタイム多人数参加型デザインを組み合わせており，ユーザの感情状態への影響を狙っているため。,EDAは設計上の要素として言及されているものの，論文の主題はマルチモーダルLLMを用いたマッピング技術やリアルタイム多人数参加型ゲームデザインの実装にあり，EDA自体が深く掘り下げられているわけではないため。,プレイヤ,True,True,現実世界をリンクさせることで，プレイヤの没入感やイリュージョン感覚を高めることができる。;プレイヤの意図や工夫が反映される「納得感」と，時には「意外な展開」を生じさせることを目指す。;「適度な納得感」のあるマッピングを実現した。;このアプローチにより，プレイヤは予測可能性と意外性のバランスが取れたマッピングを通じて，より深い没入感と満足感を得ることができる。,True,本文中で「現実世界をリンクさせることで，プレイヤの没入感やイリュージョン感覚を高めることができる」や「プレイヤの意図や工夫が反映される『納得感』と，時には『意外な展開』を生じさせることを目指す」といった形で，具体的な感情体験（没入感，イリュージョン感覚，納得感，意外性）が設計要件として明示されているため。
IPSJ-EC2024038.txt,False,1,この論文では、ゲームをプレイする際にユーザーが経験する感情や気分の反応を分析したり報告したりしていない。,プレイヤーの感情状態や気分を意図的に影響を与えることについての議論はない。目的は、特定の感情を呼び起こすのではなく、擬音語のラベルを引き出し、共有することである。,論文のどの部分も感情状態の設計や分析をトピックとして扱っていないため、EDAは存在しない。,,False,False,,False,この論文では、ゲームの設計要件として特定の感情反応（例：楽しさ、参加感、興奮）を示していない。データ収集と視覚的特徴に関する共有理解に焦点を当てている。
IPSJ-EC2024037.txt,True,4,実験とアンケートにおいて「目標が一致しているか」「共同制御感」「共同貢献感」など視聴者の感情反応を測定・論じ、We‑mode（共同主体性）の生起および達成感やつながりの感じられ方を具体的に検証しているため。,ゲームメカニクス（ステージ回転、隕石ギミック、インタフェース、音声など）をWe‑modeや一体感、達成感、つながりの感情を誘発するように意図的に設計しているため。,We‑modeおよび視聴者の達成感・配信者とのつながりを生起させることが論文全体の主題となっており、EDAが明確に扱われているため。,content user,True,True,視聴者全員が「私たち」として達成感や配信者とのつながりを得ることができる;エンターテイメントにおいて重要な要素である「達成感の共有」や「一対多のつながり」、「一体感」を向上させることにつながると考えられる。,True,本研究では視聴者に集合的認知モード“We‑mode”を生起させることで「達成感」や「配信者とのつながり」を得させることを明確にデザイン要件として掲げているため。
IPSJ-EC2024024.txt,True,4,論文中で「緊張や羞恥が軽減されるのではないか」という仮説を立て，アンケートやスコアでどのような感情応答が得られるかを討議しており，期待される感情変化について具体的に議論しているため。,研究の目的自体が「プロテウス効果を利用してユーザの緊張や羞恥を減らすこと」を意図しており，ユーザの感情状態に意図的に働きかける設計となっているため。,緊張・羞恥の軽減という感情応答が論文の主題として繰り返し取り上げられており，EDAが明確に中心テーマとなっているため。,content user,True,True,本研究では，プロテウス効果の影響としてまだ研究があまり進んでいない，緊張や羞恥について着目する．自身の外見からかけ離れたキャラクタのアバタを着用することで，そのキャラクタになりきっている感覚から，緊張や羞恥が軽減できるのではないかという仮説のもと研究を進める．;本研究では VRアバタを着用してダンスを踊る際に感じる緊張や羞恥の影響を検証する．,True,本研究の設計要件として「アバタを着用することで緊張や羞恥が軽減される」という明確な感情応答の定義と検証項目（Q4: 緊張，Q5: 羞恥）が開発者によって具体的に定められているため。
