filename,Propose EDA,Clarity Score,Analyze EDA Reason,Propose EDA Reason,Clarity Score reason,Targets,Analyze EDA,Design Targeted EDA,EDA,Include EDA,Design Targeted EDA Reason
IPSJ-EC2024056.txt,True,3,論文中で期待される感情反応として「より没入感のある体験」や「アートの創作活動を刺激する」といった表現が用いられ、どのような感情を喚起するかが論じられているため。,システムの目的として「インタラクティブな映像反応による新しい体験の提案」や「鑑賞者の動きに反応する要素を加えることで没入感を提供」が掲げられ、ユーザーの感情状態に働きかけることを意図しているため。,EDA（没入感や創作意欲の喚起）が論文の主題の一つとして扱われているものの、感情設計の詳細な分析や評価は行われておらず、やや概念的に述べられているため「主題だがやや不明瞭」に相当する。,コンテンツユーザー,True,True,より没入感のある体験を提供し、デジタルアートの可能性を広げることを目指す。;本研究の目的は…アートの創作活動を刺激することである。,True,論文中で「より没入感のある体験を提供し、デジタルアートの可能性を広げることを目指す」と明示されており、開発者がユーザーの感じる“没入感”を設計要件として具体的に定義しているため。
IPSJ-EC2024109.txt,True,4,この論文は、敵の弾丸に当たった際に銃が弾かれる感覚を呼び起こすことが期待されるユーザー体験であると述べている。,VRデュエルシステムは、デュエル中にユーザーの触覚に影響を与えるために、意図的にエアジェット触覚フィードバックを使用している。,触覚的弾かれ感覚は、論文の明確な主要トピックおよび目的であり、意図されたユーザー体験として詳細に説明されている。,コンテンツユーザー,True,True,敵の放った銃弾が自身の銃に当たると，その角度に応じて銃型デバイスの先端で空気が噴射され，銃が弾かれる感覚を提示する．;手に持つ銃が弾かれる感覚を提示するマンガ物理学的 VR 体験システムの開発について報告した．,True,この論文は、システムがユーザーに銃が弾かれる感覚を提供しなければならないという設計要件を明示的に定義している。
IPSJ-EC2024041.txt,True,4,"Through experimental results and interviews, we discuss in detail the expected emotional responses, such as 'what was felt as one approached death' and 'the near-death sensation obtained due to the deterioration of operability.'","By changing the operability according to the remaining health of the control character, we aim to intentionally induce the player's feeling of near-death, tension, and immersion.","The theme of presenting the feeling of near-death and its impact on immersion is the core of the entire paper, and EDA is treated as a clear subject.",player,True,True,本研究では，キャラクタが死に近づいていく際にプレイヤが感じる感覚を「瀕死感」と定義する．;本研究では，操作キャラクタの残り体力に応じて離散的および連続的に操作性を変化させ，プレイヤの没入感に与える影響を調査する．,True,This study clearly defines the feeling of 'near-death' and is designed to present this sensation to the player through changes in operability.
IPSJ-EC2024093.txt,True,4,論文中で「緊張感を生じさせずに自発的な発言を促す」「プレッシャーを分散させる」「自然な形で発言が促される」など、期待される情動反応について詳細に議論しているため。,小型ロボットの動きを用いて意図的に参加者の緊張感やプレッシャーを操作し、発話行動を誘発・抑制する設計としており、ユーザの情動状態への影響を明示的に目指しているため。,緊張緩和と発話誘導という情動制御が研究の中心テーマとして明確に据えられており、EDAが主題となっている。,コンテンツユーザー,True,True,これにより，緊張感を生じさせずに自発的な発言を促す，ゆるやかなファシリテーションを目指す．;そこで本研究では，対面での会議において，発言を促された人へ緊張感を生じさせないために，複数台の小型ロボットを用いたファシリテーション手法を提案する．;自発的な発話のきっかけをつくることで，指名される人は発言の準備ができ，緊張感の少ない，ゆるやかなファシリテーションとなることを目指す．;これにより，周囲の視線も誘導され，自然な形で発言が促されることが期待される．,True,本研究の設計要件として「緊張感を生じさせない」「自発的な発言を促す」「ゆるやかなファシリテーション」を明確に掲げており、ユーザの情動状態（緊張緩和と発話意欲喚起）を具体的に定めているため。
IPSJ-EC2024086.txt,True,4,評価および議論のセクションでは、具体的にどの激励がユーザを喜ばせたり、不快にさせたりしたかを検討し、継続的な日記執筆への影響を測定して、引き起こされた感情反応を直接分析します。,このシステムは、ユーザ自身の感情状態に意図的に影響を与えるよう明示的に設計されており、モチベーションと持続性を高めるためのパーソナライズされた激励文を生成します。,激励文の生成がユーザのモチベーションと継続意図を調整する中心テーマであり、ターゲットとする感情反応の明確な仕様、実装、および分析が行われています。,content user,True,True,本稿では，学習や運動など，単調でありながら継続を必要とする活動において，ユーザの継続意欲を向上させる激励文の生成手法について検討する .;ユーザ一人ひとりのタスクへの取り組みに基づいてパーソナライズされた激励文を生成することで，モチベーションを高めることを目的としている .;このようなアプローチは，ユーザのモチベーションを維持し，活動の継続意欲を高める可能性を秘めている .,True,この論文は、ユーザの継続意欲とモチベーションをデザイン要件として明示的に定義し、これらの感情反応を引き出すためのシステムデザインガイドラインをリストアップしています。
IPSJ-EC2024076.txt,True,4,実験結果とアンケートを通じて，「達成感」「楽しさ」「躊躇」「危機感」「投げている実感」など，触覚提示によって喚起される具体的な感情・体験を詳細に議論しているため。,トリガーの抵抗値や押し深さを金額ごとに制御することで，ユーザの没入感や存在感，および『お金を投げている感覚』を意図的に誘発しようとしているため。,本研究の主題はまさに触覚メカニズムによってユーザの感覚・感情を変化させることにあり，EDAが明確な中心テーマとなっているため。,コンテンツユーザー,True,True,お金を投げている感覚を提示する手法を提案する;存在感を与え，投げ銭をしている感覚を体験させる;触覚によって達成感が生まれる可能性が示された;お金の重さを感じ投げている実感があって楽しい;貢いでいる感覚があって嬉しい;重いことで投げていいのか冷静に考えられた;生活費の危機感を感じた,True,論文中で「金額に応じたお金を投げている感覚を提示する」「存在感を与え，投げ銭をしている感覚を体験させる」といった具体的な触覚提示によるユーザの感覚変化が設計要件として明確に定義されているため。
IPSJ-EC2024100.txt,True,4,実験結果や今後の課題で「視聴者が没入感を高く感じる」「疲れる」といった感情反応が議論されており，どのような感情を引き起こすかを明示的に分析しているため。,ソーシャル VR 空間上での映像・身体動作共有環境を通じて，視聴ユーザーの「没入感」を意図的に高めようとする設計目的が提示されているため。,「没入感（没入性）」は本論文の主題として繰り返し登場し，具体的手法と評価が一貫して示されている。,視聴ユーザー,True,True,視聴者が空間への没入感を高く感じる提示方法;VR 体験の没入感を高めるため，一度表示された映像をその場に残すようにした。,True,本研究では「視聴者が空間への没入感を高く感じる提示方法」を設計要件として明確に掲げ，視野角や大型モニター配置，Quad 表示など具体的手法を検討しているため。
IPSJ-EC2024073.txt,False,1,論文では、システムを使用することによってどのような感情や感情反応が引き起こされることが期待されているのかについて議論や分析が行われていません。,コンテンツは即興体験を向上させることを目的としていますが、ユーザーの特定の感情状態に影響を与えたり引き出したりすることを明示的に目指してはいません。,論文は技術的実装やパフォーマンス改善に焦点を当てており、ターゲットとする感情についての明示的な議論がないため、EDAはトピックではありません。,musicians,False,False,,False,このシステムは、より人間らしいインタラクティブなパフォーマンス体験を提供することを目的としていますが、論文にはデザイン要件における特定の感情反応が明記されていません。
IPSJ-EC2024002.txt,True,3,この論文は、ユーザーの感情について質問票や自由回答のコメント（例：満足、楽しさ、恐怖/楽しさの感覚）を通じて評価・報告し、実際に引き起こされた感情について議論します。,このシステムは、動物が餌を食べる瞬間を間近でリアルタイムに観察できることを提供することで、ユーザーの感情状態に影響を与えるように明示的に設計されています。これによって、臨場感と楽しさを呼び起こします。,EDA（臨場感、楽しさ）は中心的なデザイン目標であり、評価において測定されますが、感情デザインの議論は中心的な学問的貢献ではありません。明確ではありますが、深く理論化されていません。,コンテンツユーザー,True,True,本研究では，臨場感あふれるジャングルバスオンラインツアーを提供することで，視聴者が楽しみながら動物観察ができるツアーを目指す．;動物がエサを食べる瞬間を至近距離で撮影できれば，視聴者に臨場感がある映像を提供できる．;「餌やりのシーンが凄く近くて少し怖かったし自分が食べられてるみたいで面白かった」,True,"デザイン要件には、""臨場感""のある体験を提供し、視聴者が動物観察を楽しむことを可能にすることが明示的に含まれており、特定のユーザーの存在感と楽しさの感情を対象としています。"
IPSJ-EC2024013.txt,True,4,論文中で得られる体験として「没入感」「イリュージョン感覚」「納得感」「意外性」「深い満足感」をユーザが感じることを繰り返し論じているため。,現実世界とデジタル世界をリンクさせることで，意図的にユーザの没入感・満足感・驚きを誘発しようとしているため。,EDA（没入感・納得感・意外性など）の設計と評価が本研究の中心テーマとなっており，非常に明確に扱われている。,プレイヤ,True,True,デジタル世界と現実世界をリンクさせることで，プレイヤの没入感やイリュージョン感覚を高めることができる．;プレイヤの意図や工夫が反映される「納得感」と，時には「意外な展開」を生じさせることを目指す．;これにより，プレイヤは予測可能性と意外性のバランスが取れたマッピングを通じて，より深い没入感と満足感を得ることができる．,True,論文内で「プレイヤの没入感やイリュージョン感覚」「納得感」「意外性」を高めることを明確に設計要件として掲げているため。
IPSJ-EC2024038.txt,False,1,著者は擬音語収集の定量的および定性的な結果を提示していますが、ゲームがプレイヤーに何の感情を呼び起こすことを意図しているのかは議論していません。,コンテンツの明示された目的は、楽しい注釈ゲームを通じて視覚的特徴に関するデータを集め、共通理解を促進することであり、ユーザーの感情状態を意図的に影響を与えることではありません。,ユーザーの感情を呼び起こすことや分析することが設計目標や議論のトピックであるという証拠は論文にはありません。,,False,False,,False,この論文は、視覚的テクスチャに関連する擬音語を収集し共有するためのゲームメカニクスを定義していますが、その設計要件の一部として目標とする感情反応は特定していません。
IPSJ-EC2024037.txt,True,4,実験や評価の章で，「視聴者がどの程度共同主体性（We‑mode）を感じたか」「達成感やつながりを得たか」を測定するアンケート結果を詳細に報告しており，用いた感情レスポンスについて言及しているため。,提案コンテンツは，We‑mode を生起させることでユーザーの「一体感」「達成感」「配信者とのつながり」といった感情状態を意図的に喚起することを主眼に置いているため。,We‑mode による一体感や達成感・つながりの共有を引き起こすデザインが論文全体の主題となっており，EDA が明確に扱われている。,コンテンツユーザー,True,True,視聴者参加型ゲームは，視聴者にゲームクリアによる達成感などのゲーム体験を提供するとともに，視聴者と配信者とのつながりを強めることができるコンテンツとして人気を得ている;視聴者全員が「私たち」として達成感や配信者とのつながりを得ることができるゲームの実現を目指す;視聴者が多人数であっても We-mode を生起させ，視聴者全員が「私たち」として達成感や配信者とのつながりを得ることができるゲームの実現を目指す,True,本論文ではゲーム設計要件として，「視聴者全員が『私たち』として達成感や配信者とのつながりを得ることができる」ことを明示的に挙げており，狙う感情体験が具体的かつ明確に定義されているため。
IPSJ-EC2024024.txt,True,4,アンケート項目（Q4: 緊張の感じ方，Q5: 羞恥の感じ方）や実験仮説として，アバタ着用時にどの程度緊張・羞恥が軽減されるかを議論しているため。,VRアバタを着用することでユーザの緊張・羞恥という感情状態に積極的に介入・変化をもたらすことを狙ったコンテンツ設計となっているため。,緊張や羞恥の軽減をアバタ利用の主目的としており，EDAが研究の中心テーマとして一貫して扱われているため。,コンテンツユーザー,True,True,キャラクタへの変身感から緊張や羞恥が軽減されるのではないかという仮説のもと，版権キャラクタのアバタと標準的なアバタとの差を比較検討する．;VRアバタを着用することで緊張や羞恥が軽減されれば，ダンス中に緊張や羞恥を気にせずに授業に意欲的に取り組むことができる方法の1つとなりえる．,True,本研究では「緊張や羞恥の軽減」が明確にデザイン要件として定義され，版権キャラクタアバタと標準アバタの差分検証を行うことを目的としているため。
IPSJ-EC2024056.txt,True,2,「より没入感のある体験を提供」「映えるコンテンツを目指した」など、利用時にどのような感情（没入感や美的満足）を誘発するかについて言及している。,プロジェクションマッピングによる体の動きへの反応を通じて、鑑賞者にインタラクティブで没入感のある体験を与えることを明示的に狙っており、ユーザーの感情状態への働きかけを意図している。,感情誘発については触れられているものの、本論文の主題はあくまで技術実装と評価であり、EDAは副次的に扱われている。,鑑賞者;ユーザー,True,False,鑑賞者の動きに反応する要素を加えることでより没入感のある体験を提供し;写真を撮ることができるような映えるコンテンツを目指した,False,本論文では「没入感」や「映えるコンテンツ」を目指すと記載があるが、これらの感情的反応を具体的な設計要件として明確・定量的に定義してはいないため、開発者が曖昧ではなく明示的に感情を規定したとは言えない。
IPSJ-EC2024109.txt,True,4,論文は弾かれる感覚を提示するメカニズムを説明しているが、ユーザーの実際の感じた反応に関する議論や評価は含まれていない（ユーザースタディや感情/反応の定性的分析はない）。,VR決闘システムは、ユーザーの手に物理的な感覚を与えるために、銃デバイスの先端から意図的に空気を吹き込んでおり、ユーザー自身の感情状態に影響を与えることを明確に目指している。,銃の弾かれる感覚はシステムデザインの中心的かつ明確に述べられたトピックである。,コンテンツユーザー,False,True,本研究では，西部劇やコメディなどで表現される敵の銃弾により自身の持つ銃が弾かれる体験を可能とする VR 決闘システムを開発する．;手に持つ銃が弾かれる感覚を提示するマンガ物理学的VR体験システムの開発について報告した．,True,著者は設計要件の中で、システムがプレイヤーの銃が弾かれる感覚を引き起こす必要があることを明示的に定義している（“銃が弾かれる感覚”）。このターゲット感覚は明確に述べられており、オプションではない。
IPSJ-EC2024041.txt,True,4,"In the purpose and discussion of the experiment, it details how changes in operability evoke the player's near-death experience and how that, in turn, affects immersion.","By intentionally changing operability according to the health of the control character, it attempts to induce the player's emotional state (near-death experience).","From the definition of the sensory experience of 'near-death experience' to the evaluation methods, this study is consistently treated as the central theme.",content user,True,True,キャラクタが死に近づいていく際にプレイヤが感じる感覚を「瀕死感」と定義する．;本研究では，その操作キャラクタが死や戦闘不能状態に近づいていく過程で生じる感覚を瀕死感（図 1 ）と定義する．,True,"This study clearly defines the sense of 'near-death experience' as a feeling that players should perceive, and it is a design requirement to present that 'near-death experience' through changes in operability."
IPSJ-EC2024093.txt,True,4,シナリオやコンセプトの各節で，ロボット動作によって参加者が感じる「発言しやすさ」「周囲の意識喚起」「プレッシャーの分散」などの感情変化を詳細に議論しているため。,提案システムはロボットの動きによって参加者の心理状態（緊張感の軽減や発話意欲の向上）に働きかけることを目的としているため。,ロボットを介して参加者の感情（緊張感や発話意欲）を操作・誘導することが論文全体の主題となっており，EDAが明確に扱われている。,会議参加者,True,True,緊張感を生じさせずに自発的な発言を促す，ゆるやかなファシリテーションを目指す．;ロボットが「話して」と指示するのではなく，あたかも話を聞きたくて寄ってくるかのように振る舞い，自発的な発話のきっかけをつくる．;参加者は「私の意見はね」と自ら発言しやすくなる．,True,本研究の設計要件として「緊張感を生じさせずに自発的な発言を促す」「緊張感の少ない、ゆるやかなファシリテーション」を明示的に掲げているため。
IPSJ-EC2024086.txt,True,4,定性的評価で「嬉しかった激励文」「不快だった激励文」を尋ね，ユーザの感情変化（励まされた、プレッシャーを感じたなど）を詳細に議論しているため。,システム設計の全体が，生成される激励文を通じてユーザの感情状態（継続意欲やモチベーション）に意図的に働きかけることを狙っているため。,感情変化（継続意欲向上・モチベーション）を設計目標とし，評価や考察の主題として一貫して扱っているため，EDAが論文の明確な主要テーマになっている。,content user,True,True,モチベーションを高めることを目的としている。;ユーザのモチベーションを維持し，活動の継続意欲を高める可能性を秘めている。,True,論文の目的として「ユーザの継続意欲を向上させる」「モチベーションを高めることを目的としている」と明示的に定義されており，開発者が狙う感情応答が具体的に示されているため。
IPSJ-EC2024076.txt,True,4,実験結果とアンケートを通じて「お金を投げている実感」「達成感」「躊躇」「臨場感・存在感」など、どのような感覚が誘発されたかを詳細に議論しているため。,提案手法は、投げ銭時のボタンの抵抗値・押す深さを金額ごとに変えることで、ユーザの触覚を操作し、意図的に感情的・身体的な反応（重さを感じる、達成感や躊躇が生まれるなど）を引き起こすことを目的としているため。,触覚提示によるユーザ体験向上（具体的には投げ銭時の感覚演出）が論文の主題として一貫して扱われ、その効果が実験的・主観的に検証されているため。,コンテンツユーザー,True,True,お金を投げている感覚の提示;投げ銭におけるユーザ体験の向上;体験の向上により達成感が強くみられた;「お金の重さを感じ投げている実感があって楽しい」;「貢いでいる感覚があって嬉しい」;「重いことで投げていいのか冷静に考えられた」;「生活費の危機感を感じた」,True,本研究では「お金を投げている感覚」を提示することを明確なデザイン要件として掲げ、トリガーの抵抗制御によってその感覚をユーザに与える手法を提案しているため。
IPSJ-EC2024100.txt,True,4,実験結果と今後の課題で「没入感の向上」「ゲームの視点映像の共有環境への没入感が高まったこと」といった感情反応（没入感）について議論しているため。,ソーシャルVRを用いて実世界に近い没入的な体験共有環境を構築し，ユーザーの没入感や存在感を意図的に強化することを目的としているため。,没入感（Immersion）の獲得が本研究の主要なテーマとして明確に設定され，その達成方法・評価が一貫して論じられているため。,視聴ユーザー,True,True,視聴者が空間への没入感を高く感じる視野角等の条件を探索する;第三者からの没入性を高めるため，一度表示された映像をその場に残すようにした;ゲーム画面への集中のあまりアバターの存在感が薄まることは，ゲームの視点映像の共有環境への没入感が高まったこととして評価できる,True,論文内で「視聴者が空間への没入感を高く感じる視野角等の条件を探索する」と明示し，没入感を高めることを設計要件として挙げているため。
IPSJ-EC2024073.txt,False,1,この論文では、AI生成の伴奏がユーザーに期待される特定の感情（例：楽しさ、興奮、達成感）について議論されていない。,このシステムは即興体験を向上させることを意図しているが、著者は決してユーザーの感情的または感覚的状態に意図的に影響を与えるという観点でこれを捉えていない。,目標としている感情反応についての議論や仕様は論文のどこにも見当たらず、EDAの概念は完全に欠如している。,,False,False,,False,この論文は、ミュージシャンにとってより人間らしい、インタラクティブなパフォーマンス体験を提供することを目指しているが、デザイン要件として特定の感情反応を明示していない。
IPSJ-EC2024002.txt,True,3,実運用後にアンケート調査を行い、満足度（楽しさ・面白さ）、訪問意欲、画質・音質の評価などユーザーの感じた感情反応を定量・定性で議論しているため。,システムの目的として「臨場感あふれるオンラインツアーを提供する」「高い満足度を得る」といった、ユーザーの感情状態（没入感、楽しさ、満足感）への働きかけを明示的に掲げているため。,設計要件から評価まで一貫して「臨場感」「楽しさ」「満足度」を扱っており、感情体験（EDA）が論文中の重要なテーマになっているものの、技術的改良が主題であるためややフォーカスが分散している。,視聴者,True,True,視聴者に臨場感がある映像を提供できる;臨場感あふれるジャングルバスオンラインツアーを提供することで，視聴者が楽しみながら動物観察ができるツアーを目指す,True,設計要件の中で「視聴者に臨場感がある映像を提供できる」「視聴者が楽しみながら動物観察ができる」といった感情的な体験（臨場感・楽しさ）を明確に定義しているため。
IPSJ-EC2024013.txt,True,4,システムの利用によって「より深い没入感と満足感を得る」「適度な納得感」といった具体的な感情反応を得ることを論じているため。,現実世界とデジタル世界をリンクさせることでプレイヤの感情状態（没入感や満足感、驚き）を意図的に喚起することを目的としているため。,感情喚起（没入感・納得感・意外性）の追求が論文の中心テーマとして繰り返し明示されているため。,プレイヤ,True,True,プレイヤの没入感やイリュージョン感覚を高めることができる;プレイヤの意図や工夫が反映される「納得感」と，時には「意外な展開」を生じさせることを目指す;より深い没入感と満足感を得ることができる;プレイヤが「適度な納得感」を得る生成を実現し,True,論文中で「没入感」「イリュージョン感覚」「納得感」「意外性」を明確にゲームデザイン要件として掲げているため。
IPSJ-EC2024038.txt,False,1,実験結果や考察においても，ゲーム利用によってユーザがどのような感情を抱くかについての言及や分析が行われていないため。,提案内容は主にオノマトペの収集効率とプレイヤ間の認識共有を目的としており，ユーザの感情状態に意図的に働きかけることを狙いとしていないため。,感情変化を扱う記述や意図が一切見られず，EDA に該当しない。,,False,False,,False,本研究は視覚的特徴とオノマトペの対応関係をデータ収集・共有するためのゲームデザインを扱っており，ユーザに特定の感情反応（楽しさや没入感など）を明示的に要件として定義していないため。
IPSJ-EC2024037.txt,True,4,論文中で実験により共同制御感や共同貢献感を測定し，We‑modeが生起したかを評価しており，どのような感情反応を引き起こすかを詳細に議論しているため。,本研究は意図的に視聴者の感情状態（We‑mode，達成感，配信者とのつながり，一体感）を変化させることを目的としており，感情への影響を設計目標として打ち出しているため。,We‑mode（集団的認知モード）による達成感共有や一体感醸成が論文の主要テーマとして繰り返し扱われ，感情誘発の設計・評価が中心になっているため。,コンテンツユーザー,True,True,配信上でゲームに参加している視聴者に，集合的な認知モードである “We‑mode” を生起させ，視聴者全員が「私たち」として達成感や配信者とのつながりを得ることができるゲームの実現を目指す．;この試みは，エンターテイメントにおいて重要な要素である「達成感の共有」や「一対多のつながり」，「一体感」を向上させることにつながると考えられる．,True,ゲームデザインの要件として「視聴者全員が『私たち』として達成感や配信者とのつながりを得ること」が明示的に掲げられており，誘発すべき感情体験が具体的に定義されているため。
IPSJ-EC2024024.txt,True,4,アンケート項目 Q4「ダンスを踊るとき，どの程度緊張を感じたか」，Q5「ダンスを踊るとき，どの程度羞恥を感じたか」を用い，実験を通じて緊張・羞恥の変化を測定・評価すると述べ，期待される感情応答を具体的に議論しているため。,プロテウス効果を利用してVRアバタ着用時の緊張・羞恥を意図的に軽減しようとしており，ユーザの感情状態を操作しようとする目的が明確に示されているため。,緊張や羞恥の軽減という感情変化そのものが論文の主目的として繰り返し扱われており，EDAが明確な主題となっているため。,アバタを着用するユーザ（演者役）,True,True,キャラクタへの変身感から緊張や羞恥が軽減されるのではないかという仮説;本研究では，プロテウス効果に着目し，VRアバタを着用してダンスを踊る際に感じる緊張や羞恥の影響の検証を行う．;Q4 ダンスを踊るとき，どの程度緊張を感じたか;Q5 ダンスを踊るとき，どの程度羞恥を感じたか,True,論文内で「緊張や羞恥を軽減する」という特定の感情変化を明示的に設計要件として掲げており，アバタの外見変化がユーザの緊張・羞恥の減少をもたらすことを狙いとしているため。
IPSJ-EC2024056.txt,True,2,論文中で「より没入感のある体験を提供」「映えるコンテンツを目指した」といった感情的効果の狙いを明示的に論じているため。,ユーザーの体の動きに応じてインタラクティブな映像反応を投影することで、意図的にユーザーの没入感や体験の高揚を引き起こそうとしているため。,感情反応への言及はあるが、技術実装が主題であり、EDAとしての議論は補助的であるため「主題ではあるが明確ではない」よりも弱い位置付け。,コンテンツユーザー,True,False,より没入感のある体験を提供し;写真を撮ることができるような映えるコンテンツを目指した;インタラクティブな映像反応を実現する新しい体験を提案する,False,本研究では「没入感のある体験」や「映えるコンテンツ」を掲げているものの、具体的な感情反応（例：高揚感、達成感など）を明確かつ定量的に設計要件として定義していないため。
IPSJ-EC2024109.txt,True,4,論文内で「銃が弾かれる感覚」をユーザに提供する仕組みとその狙い（マンガ物理学的なユーモアを伴う体験）について言及しているため。,ユーザが銃を撃たれたときに“弾かれる感覚”という主観的な触覚体験を意図的に生成することを狙いとしているため。,触覚的な“弾かれる感覚”の提示が論文の中心テーマとなっており、EDAが明確に扱われている。,content user,True,True,本研究では，西部劇やコメディなどで表現される敵の銃弾により自身の持つ銃が弾かれる体験を可能とする VR 決闘システムを開発する．;弾かれる感覚を提示する空気噴射部をもつ銃型デバイス;手に持つ銃が弾かれる感覚を提示するマンガ物理学的 VR 体験システムの開発について報告した．,True,本システムの設計要件として「銃が弾かれる体験」「弾かれる感覚を提示する」ことが明確に定義されているため。
IPSJ-EC2024041.txt,True,4,この論文は、コンテンツを使用する際に期待され、観察される感情反応（瀕死感と没入感）がどのようなものであるかを測定し、議論します。,ゲームプロトタイプは、プレイヤの自身の感情状態（近死感と没入感）に影響を与えるために、キャラクター制御パラメータを故意に変化させます。,「瀕死感」（近死感）は、この論文全体にわたって核心的なデザインおよび評価のターゲットとして定義、実装、測定、議論されています。,プレイヤ,True,True,キャラクタが死に近づいていく際にプレイヤが感じる感覚を「瀕死感」と定義する．;本実験の目的は，ビデオゲームにおける操作キャラクタの瀕死感提示が，プレイヤの没入感に与える影響の調査である．;一度操作キャラクタが死亡するパーマデスというメカニクスを持つビデオゲームでは，プレイヤのゲーム体験に緊張感をもたらし，ゲームに対する没入感が増加する．,True,この論文は、ターゲットとする感情反応「瀕死感」を明示的に定義し、制御の変更がどのようにそれを喚起するかを具体的に示しています。
IPSJ-EC2024093.txt,True,4,"The paper discusses in detail what kind of emotional and psychological responses are expected, such as 'participants... become easier to speak up themselves' and 'notice that they spoke a lot.'","It is designed to intentionally reduce the user's tension using the movements of a small robot, aiming to stimulate spontaneous speech and influence the user's emotional state.","The emotional effects (reduction of tension and stimulation of ease of speaking) are consistently treated as a major theme of the paper, making EDA clearly a central issue.",content user,True,True,これにより，緊張感を生じさせずに自発的な発言を促す，ゆるやかなファシリテーションを目指す．;これにより，参加者は「私の意見はね」と自ら発言しやすくなる．,True,"The paper explicitly states the design requirement of 'facilitation that encourages spontaneous speech without causing tension,' and specifically defines the user's emotional state (reduction of tension and ease of speaking)."
IPSJ-EC2024086.txt,True,4,実験結果で「自分の努力が理解され評価されていると感じた」「修正しよう！もう少しやってみよう！という気持ちになった」「過剰な賞賛がプレッシャーになった」といった具体的な感情反応を議論しているため。,生成AIによるパーソナライズされた激励文を通じて、ユーザの感情状態（やる気・継続意欲）に意図的に働きかけることを主目的としているため。,ユーザの感情変化（モチベーション向上や継続意欲維持）を中心テーマに据え、設計から定性評価、考察まで一貫して扱っている。,content user,True,True,継続意欲を向上させる激励文の生成システム;パーソナライズされた激励文を生成することで，モチベーションを高めることを目的としている．;ユーザが自分の努力が理解され，評価されていると感じた;5名の評価者が激励文によって「修正しよう！もう少しやってみよう！」という気持ちになった,True,本システムのデザイン指針として「モチベーションを高める」「継続意欲を向上させる」といったユーザの感情変化（励ましによる意欲向上）を明確に要件定義しているため。
IPSJ-EC2024076.txt,True,4,実験結果とアンケートで，触覚提示によって「達成感」「躊躇」「臨場感・存在感」「楽しさ」「貢いでいる感覚」などの感情が生じることを論じているため。,トリガーの抵抗制御によりユーザ自身の感覚（お金を投げている感覚，達成感，躊躇など）を意図的に変化させ，体験を向上させることを狙っているため。,触覚提示による感情変化（EDA）の導入と効果検証が論文の主題であり，明確に扱われているため。,content user,True,True,お金を投げている感覚の提示;存在感を与え，投げ銭をしている感覚を体験させる;体験の向上により達成感が強くみられた;途中で力が抜けると投げている感覚が増し，達成感や躊躇が生まれることがアンケートからみられた;「お金の重さを感じ投げている実感があって楽しい」;「貢いでいる感覚があって嬉しい」;「重いことで投げていいのか冷静に考えられた」，「生活費の危機感を感じた」という躊躇いが生まれた,True,本研究では「お金を投げている感覚を提示する」ことを目的としており，ユーザ体験向上のために触覚提示で得られる「存在感」や「達成感」をデザイン要件として明示しているため。
IPSJ-EC2024100.txt,True,3,実験結果や評価において，視聴者の“没入感が高まった”と捉えられるか，アバターの存在感や疲労感など，どのような感情反応が得られたかを議論しているため。,ソーシャルVR上での視聴体験を通じて“実世界に近いコミュニケーション”や“没入感”を意図的に喚起しようとする設計目的が明示されているため。,没入感や実世界に近いコミュニケーションといった感情喚起は主題として繰り返し登場するが，具体的・定量的に定義されておらずやや不明瞭であるため。,視聴者,True,False,視聴者が空間への没入感を高く感じる提示方法についても模索する．;VR体験の没入感を高めるため，一度表示された映像をその場に残すようにした．;ゲーム画面への集中のあまりアバターの存在感が薄まることは，没入感が高まったこととして評価できるものの，VRゲーム体験そのものの共有としては問題がある．,False,開発者が明確な感情反応として定義している文言（例：没入感についての定量的・定性的要件や数値目標など）が示されておらず、単に“高める”といった曖昧な表現にとどまっているため。
IPSJ-EC2024073.txt,False,1,"This paper does not discuss or evaluate the emotional responses that may be elicited during use, either quantitatively or qualitatively.",There are no descriptions or measures aimed at intentionally manipulating or guiding the user's emotional state.,"The focus is primarily on technical challenges and model building, rather than emotional responses or experiences, and there are no elements relevant to EDA included at all.",,False,False,,False,"This paper does not contain descriptions that explicitly define specific emotions (such as joy, immersion, or a sense of achievement) as design requirements."
